match_number,team,player_name,career_ipl_matches_before_match
50,Royal Challengers Bengaluru,Suyash Sharma,35
50,Royal Challengers Bengaluru,JG Bethell,5
50,Royal Challengers Bengaluru,V Kohli,275
50,Royal Challengers Bengaluru,D Padikkal,83
50,Royal Challengers Bengaluru,RM Patidar,51
50,Royal Challengers Bengaluru,JM Sharma,64
50,Royal Challengers Bengaluru,TH David,59
50,Royal Challengers Bengaluru,KH Pandya,151
50,Royal Challengers Bengaluru,R Shepherd,27
50,Royal Challengers Bengaluru,B Kumar,199
50,Royal Challengers Bengaluru,JR Hazlewood,45
50,Royal Challengers Bengaluru,Rasikh Salam,18
51,Delhi Capitals,Kuldeep Yadav,109
51,Delhi Capitals,P Nissanka,9
51,Delhi Capitals,KL Rahul,156
51,Delhi Capitals,N Rana,126
51,Delhi Capitals,Sameer Rizvi,24
51,Delhi Capitals,T Stubbs,43
51,Delhi Capitals,AR Patel,173
51,Delhi Capitals,Ashutosh Sharma,28
51,Delhi Capitals,V Nigam,18
51,Delhi Capitals,MA Starc,54
51,Delhi Capitals,L Ngidi,24
51,Delhi Capitals,Mukesh Kumar,38
51,Kolkata Knight Riders,CV Varun,90
51,Kolkata Knight Riders,AM Rahane,207
51,Kolkata Knight Riders,FH Allen,6
51,Kolkata Knight Riders,A Raghuvanshi,31
51,Kolkata Knight Riders,C Green,38
51,Kolkata Knight Riders,R Powell,35
51,Kolkata Knight Riders,MK Pandey,175
51,Kolkata Knight Riders,RK Singh,67
51,Kolkata Knight Riders,SP Narine,196
51,Kolkata Knight Riders,AS Roy,20
51,Kolkata Knight Riders,Kartik Tyagi,29
51,Kolkata Knight Riders,VG Arora,41
52,Gujarat Titans,R Sai Kishore,25
52,Gujarat Titans,B Sai Sudharsan,50
52,Gujarat Titans,Shubman Gill,127
52,Gujarat Titans,JC Buttler,131
52,Gujarat Titans,Washington Sundar,76
52,Gujarat Titans,JO Holder,50
52,Gujarat Titans,R Tewatia,117
52,Gujarat Titans,N Sindhu,1
52,Gujarat Titans,Rashid Khan,146
52,Gujarat Titans,Arshad Khan,21
52,Gujarat Titans,K Rabada,94
52,Gujarat Titans,Mohammed Siraj,118
52,Rajasthan Royals,Yash Raj Punja,2
52,Rajasthan Royals,YBK Jaiswal,76
52,Rajasthan Royals,V Suryavanshi,17
52,Rajasthan Royals,Dhruv Jurel,51
52,Rajasthan Royals,SO Hetmyer,93
52,Rajasthan Royals,RA Jadeja,263
52,Rajasthan Royals,D Ferreira,12
52,Rajasthan Royals,SB Dubey,16
52,Rajasthan Royals,MD Shanaka,4
52,Rajasthan Royals,JC Archer,62
52,Rajasthan Royals,TU Deshpande,51
52,Rajasthan Royals,Brijesh Sharma,7
53,Lucknow Super Giants,JP Inglis,13
53,Lucknow Super Giants,MR Marsh,65
53,Lucknow Super Giants,N Pooran,100
53,Lucknow Super Giants,RR Pant,135
53,Lucknow Super Giants,AK Markram,67
53,Lucknow Super Giants,Akshat Raghuwanshi,2
53,Lucknow Super Giants,Shahbaz Ahmed,60
53,Lucknow Super Giants,Himmat Singh,8
53,Lucknow Super Giants,Mohammed Shami,129
53,Lucknow Super Giants,Avesh Khan,81
53,Lucknow Super Giants,Prince Yadav,16
53,Lucknow Super Giants,DS Rathi,20
53,Chennai Super Kings,Mukesh Choudhary,20
53,Chennai Super Kings,SV Samson,186
53,Chennai Super Kings,RD Gaikwad,81
53,Chennai Super Kings,Urvil Patel,6
53,Chennai Super Kings,Kartik Sharma,7
53,Chennai Super Kings,D Brevis,23
53,Chennai Super Kings,S Dube,88
53,Chennai Super Kings,PR Veer,3
53,Chennai Super Kings,J Overton,12
53,Chennai Super Kings,AJ Hosein,6
53,Chennai Super Kings,Noor Ahmad,47
53,Chennai Super Kings,A Kamboj,21
54,Mumbai Indians,Raghu Sharma,2
54,Mumbai Indians,RD Rickelton,22
54,Mumbai Indians,RG Sharma,277
54,Mumbai Indians,Naman Dhir,33
54,Mumbai Indians,SA Yadav,176
54,Mumbai Indians,Tilak Varma,64
54,Mumbai Indians,WG Jacks,24
54,Mumbai Indians,RA Bawa,6
54,Mumbai Indians,C Bosch,5
54,Mumbai Indians,DL Chahar,99
54,Mumbai Indians,JJ Bumrah,154
54,Mumbai Indians,AM Ghazanfar,8
54,Royal Challengers Bengaluru,Suyash Sharma,36
54,Royal Challengers Bengaluru,JG Bethell,6
54,Royal Challengers Bengaluru,V Kohli,276
54,Royal Challengers Bengaluru,D Padikkal,84
54,Royal Challengers Bengaluru,RM Patidar,52
54,Royal Challengers Bengaluru,KH Pandya,152
54,Royal Challengers Bengaluru,JM Sharma,65
54,Royal Challengers Bengaluru,TH David,60
54,Royal Challengers Bengaluru,R Shepherd,28
54,Royal Challengers Bengaluru,Rasikh Salam,19
54,Royal Challengers Bengaluru,B Kumar,200
54,Royal Challengers Bengaluru,JR Hazlewood,46
55,Punjab Kings,Yash Thakur,21
55,Punjab Kings,Priyansh Arya,27
55,Punjab Kings,P Simran Singh,62
55,Punjab Kings,SS Iyer,143
55,Punjab Kings,C Connolly,10
55,Punjab Kings,MP Stoinis,120
55,Punjab Kings,Shashank Singh,50
55,Punjab Kings,Suryansh Shedge,8
55,Punjab Kings,M Jansen,46
55,Punjab Kings,BJ Dwarshuis,0
55,Punjab Kings,Arshdeep Singh,93
55,Punjab Kings,YS Chahal,185
55,Delhi Capitals,Mukesh Kumar,39
55,Delhi Capitals,KL Rahul,157
55,Delhi Capitals,Abishek Porel,33
55,Delhi Capitals,SU Parakh,1
55,Delhi Capitals,T Stubbs,44
55,Delhi Capitals,AR Patel,174
55,Delhi Capitals,DA Miller,149
55,Delhi Capitals,Ashutosh Sharma,29
55,Delhi Capitals,M Tiwari,2
55,Delhi Capitals,Auqib Nabi,3
55,Delhi Capitals,MA Starc,55
55,Delhi Capitals,L Ngidi,25
56,Gujarat Titans,M Prasidh Krishna,73
56,Gujarat Titans,B Sai Sudharsan,51
56,Gujarat Titans,Shubman Gill,128
56,Gujarat Titans,JC Buttler,132
56,Gujarat Titans,N Sindhu,2
56,Gujarat Titans,Washington Sundar,77
56,Gujarat Titans,JO Holder,51
56,Gujarat Titans,R Tewatia,118
56,Gujarat Titans,Rashid Khan,147
56,Gujarat Titans,Arshad Khan,22
56,Gujarat Titans,K Rabada,95
56,Gujarat Titans,Mohammed Siraj,119
56,Sunrisers Hyderabad,Sakib Hussain,7
56,Sunrisers Hyderabad,TM Head,49
56,Sunrisers Hyderabad,Abhishek Sharma,88
56,Sunrisers Hyderabad,Ishan Kishan,130
56,Sunrisers Hyderabad,R Smaran,2
56,Sunrisers Hyderabad,H Klaasen,60
56,Sunrisers Hyderabad,S Arora,10
56,Sunrisers Hyderabad,Nithish Kumar Reddy,38
56,Sunrisers Hyderabad,PJ Cummins,76
56,Sunrisers Hyderabad,Shivang Kumar,9
56,Sunrisers Hyderabad,PP Hinge,4
56,Sunrisers Hyderabad,E Malinga,18
57,Kolkata Knight Riders,SR Dubey,0
57,Kolkata Knight Riders,AM Rahane,208
57,Kolkata Knight Riders,FH Allen,7
57,Kolkata Knight Riders,A Raghuvanshi,32
57,Kolkata Knight Riders,C Green,39
57,Kolkata Knight Riders,RK Singh,68
57,Kolkata Knight Riders,R Powell,36
57,Kolkata Knight Riders,MK Pandey,176
57,Kolkata Knight Riders,SP Narine,197
57,Kolkata Knight Riders,AS Roy,21
57,Kolkata Knight Riders,Kartik Tyagi,30
57,Kolkata Knight Riders,VG Arora,42
57,Royal Challengers Bengaluru,JA Duffy,3
57,Royal Challengers Bengaluru,JG Bethell,7
57,Royal Challengers Bengaluru,V Kohli,277
57,Royal Challengers Bengaluru,D Padikkal,85
57,Royal Challengers Bengaluru,RM Patidar,53
57,Royal Challengers Bengaluru,TH David,61
57,Royal Challengers Bengaluru,JM Sharma,66
57,Royal Challengers Bengaluru,VR Iyer,63
57,Royal Challengers Bengaluru,KH Pandya,153
57,Royal Challengers Bengaluru,B Kumar,201
57,Royal Challengers Bengaluru,Rasikh Salam,20
57,Royal Challengers Bengaluru,JR Hazlewood,47
58,Punjab Kings,Priyansh Arya,28
58,Punjab Kings,P Simran Singh,63
58,Punjab Kings,C Connolly,11
58,Punjab Kings,SS Iyer,144
58,Punjab Kings,Suryansh Shedge,9
58,Punjab Kings,Shashank Singh,51
58,Punjab Kings,Azmatullah Omarzai,17
58,Punjab Kings,M Jansen,47
58,Punjab Kings,Vishnu Vinod,6
58,Punjab Kings,XC Bartlett,12
58,Punjab Kings,Arshdeep Singh,94
58,Punjab Kings,YS Chahal,186
58,Mumbai Indians,Raghu Sharma,3
58,Mumbai Indians,RG Sharma,278
58,Mumbai Indians,RD Rickelton,23
58,Mumbai Indians,Naman Dhir,34
58,Mumbai Indians,Tilak Varma,65
58,Mumbai Indians,SE Rutherford,30
58,Mumbai Indians,WG Jacks,25
58,Mumbai Indians,RA Bawa,7
58,Mumbai Indians,C Bosch,6
58,Mumbai Indians,DL Chahar,100
58,Mumbai Indians,SN Thakur,112
58,Mumbai Indians,JJ Bumrah,155
59,Chennai Super Kings,Gurjapneet Singh,6
59,Chennai Super Kings,SV Samson,187
59,Chennai Super Kings,RD Gaikwad,82
59,Chennai Super Kings,Urvil Patel,7
59,Chennai Super Kings,Kartik Sharma,8
59,Chennai Super Kings,D Brevis,24
59,Chennai Super Kings,S Dube,89
59,Chennai Super Kings,PR Veer,4
59,Chennai Super Kings,A Kamboj,22
59,Chennai Super Kings,Noor Ahmad,48
59,Chennai Super Kings,SH Johnson,9
59,Chennai Super Kings,Mukesh Choudhary,21
59,Lucknow Super Giants,Prince Yadav,17
59,Lucknow Super Giants,MR Marsh,66
59,Lucknow Super Giants,JP Inglis,14
59,Lucknow Super Giants,N Pooran,101
59,Lucknow Super Giants,Abdul Samad,68
59,Lucknow Super Giants,MD Choudhary,8
59,Lucknow Super Giants,AK Markram,68
59,Lucknow Super Giants,RR Pant,136
59,Lucknow Super Giants,Shahbaz Ahmed,61
59,Lucknow Super Giants,Mohammed Shami,130
59,Lucknow Super Giants,MP Yadav,8
59,Lucknow Super Giants,Akash Singh,10
60,Kolkata Knight Riders,M Pathirana,32
60,Kolkata Knight Riders,AM Rahane,209
60,Kolkata Knight Riders,FH Allen,8
60,Kolkata Knight Riders,A Raghuvanshi,33
60,Kolkata Knight Riders,C Green,40
60,Kolkata Knight Riders,MK Pandey,177
60,Kolkata Knight Riders,RK Singh,69
60,Kolkata Knight Riders,SP Narine,198
60,Kolkata Knight Riders,AS Roy,22
60,Kolkata Knight Riders,CV Varun,91
60,Kolkata Knight Riders,SR Dubey,1
60,Kolkata Knight Riders,Kartik Tyagi,31
60,Gujarat Titans,Mohammed Siraj,120
60,Gujarat Titans,B Sai Sudharsan,52
60,Gujarat Titans,Shubman Gill,129
60,Gujarat Titans,N Sindhu,3
60,Gujarat Titans,JC Buttler,133
60,Gujarat Titans,R Tewatia,119
60,Gujarat Titans,JO Holder,52
60,Gujarat Titans,Washington Sundar,78
60,Gujarat Titans,Rashid Khan,148
60,Gujarat Titans,K Rabada,96
60,Gujarat Titans,Arshad Khan,23
60,Gujarat Titans,R Sai Kishore,26
61,Royal Challengers Bengaluru,Rasikh Salam,21
61,Royal Challengers Bengaluru,JG Bethell,8
61,Royal Challengers Bengaluru,V Kohli,278
61,Royal Challengers Bengaluru,D Padikkal,86
61,Royal Challengers Bengaluru,VR Iyer,64
61,Royal Challengers Bengaluru,TH David,62
61,Royal Challengers Bengaluru,JM Sharma,67
61,Royal Challengers Bengaluru,R Shepherd,29
61,Royal Challengers Bengaluru,KH Pandya,154
61,Royal Challengers Bengaluru,B Kumar,202
61,Royal Challengers Bengaluru,Suyash Sharma,37
61,Royal Challengers Bengaluru,JR Hazlewood,48
61,Punjab Kings,YS Chahal,187
61,Punjab Kings,Priyansh Arya,29
61,Punjab Kings,P Simran Singh,64
61,Punjab Kings,C Connolly,12
61,Punjab Kings,SS Iyer,145
61,Punjab Kings,Suryansh Shedge,10
61,Punjab Kings,MP Stoinis,121
61,Punjab Kings,Shashank Singh,52
61,Punjab Kings,Azmatullah Omarzai,18
61,Punjab Kings,Harpreet Brar,50
61,Punjab Kings,LH Ferguson,51
61,Punjab Kings,Arshdeep Singh,95
62,Rajasthan Royals,YBK Jaiswal,77
62,Rajasthan Royals,V Suryavanshi,18
62,Rajasthan Royals,Dhruv Jurel,52
62,Rajasthan Royals,R Parag,93
62,Rajasthan Royals,D Ferreira,13
62,Rajasthan Royals,Ravi Singh,0
62,Rajasthan Royals,SB Dubey,17
62,Rajasthan Royals,MD Shanaka,5
62,Rajasthan Royals,JC Archer,63
62,Rajasthan Royals,AF Milne,10
62,Rajasthan Royals,Brijesh Sharma,8
62,Rajasthan Royals,Yash Raj Punja,3
62,Delhi Capitals,Mukesh Kumar,40
62,Delhi Capitals,Abishek Porel,34
62,Delhi Capitals,KL Rahul,158
62,Delhi Capitals,SU Parakh,2
62,Delhi Capitals,AR Patel,175
62,Delhi Capitals,T Stubbs,45
62,Delhi Capitals,DA Miller,150
62,Delhi Capitals,Ashutosh Sharma,30
62,Delhi Capitals,M Tiwari,3
62,Delhi Capitals,MA Starc,56
62,Delhi Capitals,L Ngidi,26
62,Delhi Capitals,T Vijay,0
63,Chennai Super Kings,Mukesh Choudhary,22
63,Chennai Super Kings,SV Samson,188
63,Chennai Super Kings,RD Gaikwad,83
63,Chennai Super Kings,Urvil Patel,8
63,Chennai Super Kings,Kartik Sharma,9
63,Chennai Super Kings,D Brevis,25
63,Chennai Super Kings,S Dube,90
63,Chennai Super Kings,PR Veer,5
63,Chennai Super Kings,AJ Hosein,7
63,Chennai Super Kings,Noor Ahmad,49
63,Chennai Super Kings,A Kamboj,23
63,Chennai Super Kings,SH Johnson,10
63,Sunrisers Hyderabad,Sakib Hussain,8
63,Sunrisers Hyderabad,Abhishek Sharma,89
63,Sunrisers Hyderabad,TM Head,50
63,Sunrisers Hyderabad,Ishan Kishan,131
63,Sunrisers Hyderabad,H Klaasen,61
63,Sunrisers Hyderabad,Nithish Kumar Reddy,39
63,Sunrisers Hyderabad,S Arora,11
63,Sunrisers Hyderabad,R Smaran,3
63,Sunrisers Hyderabad,PJ Cummins,77
63,Sunrisers Hyderabad,Shivang Kumar,10
63,Sunrisers Hyderabad,E Malinga,19
63,Sunrisers Hyderabad,PP Hinge,5
64,Lucknow Super Giants,DS Rathi,21
64,Lucknow Super Giants,MR Marsh,67
64,Lucknow Super Giants,JP Inglis,15
64,Lucknow Super Giants,N Pooran,102
64,Lucknow Super Giants,RR Pant,137
64,Lucknow Super Giants,Abdul Samad,69
64,Lucknow Super Giants,A Badoni,64
64,Lucknow Super Giants,Shahbaz Ahmed,62
64,Lucknow Super Giants,Mohsin Khan,29
64,Lucknow Super Giants,MP Yadav,9
64,Lucknow Super Giants,Akash Singh,11
64,Lucknow Super Giants,Prince Yadav,18
64,Rajasthan Royals,Yash Raj Punja,4
64,Rajasthan Royals,YBK Jaiswal,78
64,Rajasthan Royals,V Suryavanshi,19
64,Rajasthan Royals,Dhruv Jurel,53
64,Rajasthan Royals,LG Pretorius,1
64,Rajasthan Royals,D Ferreira,14
64,Rajasthan Royals,SB Dubey,18
64,Rajasthan Royals,MD Shanaka,6
64,Rajasthan Royals,JC Archer,64
64,Rajasthan Royals,Sandeep Sharma,141
64,Rajasthan Royals,SS Mishra,0
64,Rajasthan Royals,Brijesh Sharma,9
65,Mumbai Indians,AM Ghazanfar,9
65,Mumbai Indians,RD Rickelton,24
65,Mumbai Indians,RG Sharma,279
65,Mumbai Indians,Naman Dhir,35
65,Mumbai Indians,SA Yadav,177
65,Mumbai Indians,Tilak Varma,66
65,Mumbai Indians,HH Pandya,160
65,Mumbai Indians,WG Jacks,26
65,Mumbai Indians,C Bosch,7
65,Mumbai Indians,DL Chahar,101
65,Mumbai Indians,JJ Bumrah,156
65,Mumbai Indians,Raghu Sharma,4
65,Kolkata Knight Riders,CV Varun,92
65,Kolkata Knight Riders,A Raghuvanshi,34
65,Kolkata Knight Riders,AM Rahane,210
65,Kolkata Knight Riders,FH Allen,9
65,Kolkata Knight Riders,MK Pandey,178
65,Kolkata Knight Riders,C Green,41
65,Kolkata Knight Riders,R Powell,37
65,Kolkata Knight Riders,RK Singh,70
65,Kolkata Knight Riders,T Dahiya,0
65,Kolkata Knight Riders,AS Roy,23
65,Kolkata Knight Riders,SP Narine,199
65,Kolkata Knight Riders,Kartik Tyagi,32
66,Gujarat Titans,M Prasidh Krishna,74
66,Gujarat Titans,B Sai Sudharsan,53
66,Gujarat Titans,Shubman Gill,130
66,Gujarat Titans,JC Buttler,134
66,Gujarat Titans,R Tewatia,120
66,Gujarat Titans,Washington Sundar,79
66,Gujarat Titans,N Sindhu,4
66,Gujarat Titans,JO Holder,53
66,Gujarat Titans,Rashid Khan,149
66,Gujarat Titans,K Rabada,97
66,Gujarat Titans,Arshad Khan,24
66,Gujarat Titans,Mohammed Siraj,121
66,Chennai Super Kings,Gurjapneet Singh,7
66,Chennai Super Kings,SV Samson,189
66,Chennai Super Kings,MW Short,8
66,Chennai Super Kings,RD Gaikwad,84
66,Chennai Super Kings,Urvil Patel,9
66,Chennai Super Kings,Kartik Sharma,10
66,Chennai Super Kings,D Brevis,26
66,Chennai Super Kings,S Dube,91
66,Chennai Super Kings,A Kamboj,24
66,Chennai Super Kings,Noor Ahmad,50
66,Chennai Super Kings,Mukesh Choudhary,23
66,Chennai Super Kings,SH Johnson,11
67,Sunrisers Hyderabad,HV Patel,122
67,Sunrisers Hyderabad,Abhishek Sharma,90
67,Sunrisers Hyderabad,TM Head,51
67,Sunrisers Hyderabad,Ishan Kishan,132
67,Sunrisers Hyderabad,H Klaasen,62
67,Sunrisers Hyderabad,Nithish Kumar Reddy,40
67,Sunrisers Hyderabad,S Arora,12
67,Sunrisers Hyderabad,R Smaran,4
67,Sunrisers Hyderabad,PJ Cummins,78
67,Sunrisers Hyderabad,Shivang Kumar,11
67,Sunrisers Hyderabad,E Malinga,20
67,Sunrisers Hyderabad,Sakib Hussain,9
67,Royal Challengers Bengaluru,Suyash Sharma,38
67,Royal Challengers Bengaluru,VR Iyer,65
67,Royal Challengers Bengaluru,V Kohli,279
67,Royal Challengers Bengaluru,D Padikkal,87
67,Royal Challengers Bengaluru,RM Patidar,54
67,Royal Challengers Bengaluru,KH Pandya,155
67,Royal Challengers Bengaluru,TH David,63
67,Royal Challengers Bengaluru,JM Sharma,68
67,Royal Challengers Bengaluru,R Shepherd,30
67,Royal Challengers Bengaluru,B Kumar,203
67,Royal Challengers Bengaluru,JR Hazlewood,49
67,Royal Challengers Bengaluru,Rasikh Salam,22
68,Lucknow Super Giants,DS Rathi,22
68,Lucknow Super Giants,JP Inglis,16
68,Lucknow Super Giants,AA Kulkarni,3
68,Lucknow Super Giants,N Pooran,103
68,Lucknow Super Giants,A Badoni,65
68,Lucknow Super Giants,RR Pant,138
68,Lucknow Super Giants,Abdul Samad,70
68,Lucknow Super Giants,MD Choudhary,9
68,Lucknow Super Giants,Arjun Tendulkar,5
68,Lucknow Super Giants,Mohammed Shami,131
68,Lucknow Super Giants,Prince Yadav,19
68,Lucknow Super Giants,Mohsin Khan,30
68,Punjab Kings,YS Chahal,188
68,Punjab Kings,Priyansh Arya,30
68,Punjab Kings,P Simran Singh,65
68,Punjab Kings,C Connolly,13
68,Punjab Kings,SS Iyer,146
68,Punjab Kings,Suryansh Shedge,11
68,Punjab Kings,Shashank Singh,53
68,Punjab Kings,Azmatullah Omarzai,19
68,Punjab Kings,M Jansen,48
68,Punjab Kings,Vijaykumar Vyshak,25
68,Punjab Kings,Arshdeep Singh,96
68,Punjab Kings,MP Stoinis,122
69,Rajasthan Royals,YBK Jaiswal,79
69,Rajasthan Royals,V Suryavanshi,20
69,Rajasthan Royals,Dhruv Jurel,54
69,Rajasthan Royals,R Parag,94
69,Rajasthan Royals,MD Shanaka,7
69,Rajasthan Royals,D Ferreira,15
69,Rajasthan Royals,JC Archer,65
69,Rajasthan Royals,SB Dubey,19
69,Rajasthan Royals,RA Jadeja,264
69,Rajasthan Royals,N Burger,15
69,Rajasthan Royals,Yash Raj Punja,5
69,Rajasthan Royals,Brijesh Sharma,10
69,Mumbai Indians,Raghu Sharma,5
69,Mumbai Indians,RG Sharma,280
69,Mumbai Indians,RD Rickelton,25
69,Mumbai Indians,Naman Dhir,36
69,Mumbai Indians,SA Yadav,178
69,Mumbai Indians,Tilak Varma,67
69,Mumbai Indians,WG Jacks,27
69,Mumbai Indians,HH Pandya,161
69,Mumbai Indians,C Bosch,8
69,Mumbai Indians,SN Thakur,113
69,Mumbai Indians,DL Chahar,102
69,Mumbai Indians,AM Ghazanfar,10
70,Delhi Capitals,Kuldeep Yadav,110
70,Delhi Capitals,Abishek Porel,35
70,Delhi Capitals,KL Rahul,159
70,Delhi Capitals,SU Parakh,3
70,Delhi Capitals,AR Patel,176
70,Delhi Capitals,DA Miller,151
70,Delhi Capitals,Ashutosh Sharma,31
70,Delhi Capitals,T Stubbs,46
70,Delhi Capitals,M Tiwari,4
70,Delhi Capitals,Auqib Nabi,4
70,Delhi Capitals,L Ngidi,27
70,Delhi Capitals,MA Starc,57
70,Kolkata Knight Riders,SP Narine,200
70,Kolkata Knight Riders,AM Rahane,211
70,Kolkata Knight Riders,FH Allen,10
70,Kolkata Knight Riders,MK Pandey,179
70,Kolkata Knight Riders,C Green,42
70,Kolkata Knight Riders,R Powell,38
70,Kolkata Knight Riders,RK Singh,71
70,Kolkata Knight Riders,T Dahiya,1
70,Kolkata Knight Riders,AS Roy,24
70,Kolkata Knight Riders,Kartik Tyagi,33
70,Kolkata Knight Riders,CV Varun,93
70,Kolkata Knight Riders,SR Dubey,2
71,Royal Challengers Bengaluru,R Shepherd,31
71,Royal Challengers Bengaluru,VR Iyer,66
71,Royal Challengers Bengaluru,V Kohli,280
71,Royal Challengers Bengaluru,D Padikkal,88
71,Royal Challengers Bengaluru,RM Patidar,55
71,Royal Challengers Bengaluru,KH Pandya,156
71,Royal Challengers Bengaluru,TH David,64
71,Royal Challengers Bengaluru,JM Sharma,69
71,Royal Challengers Bengaluru,B Kumar,204
71,Royal Challengers Bengaluru,JR Hazlewood,50
71,Royal Challengers Bengaluru,JA Duffy,4
71,Royal Challengers Bengaluru,Rasikh Salam,23
71,Gujarat Titans,K Khejroliya,8
71,Gujarat Titans,B Sai Sudharsan,54
71,Gujarat Titans,Shubman Gill,131
71,Gujarat Titans,JC Buttler,135
71,Gujarat Titans,N Sindhu,5
71,Gujarat Titans,Washington Sundar,80
71,Gujarat Titans,JO Holder,54
71,Gujarat Titans,R Tewatia,121
71,Gujarat Titans,Rashid Khan,150
71,Gujarat Titans,K Rabada,98
71,Gujarat Titans,Mohammed Siraj,122
71,Gujarat Titans,M Prasidh Krishna,75
72,Rajasthan Royals,YBK Jaiswal,80
72,Rajasthan Royals,V Suryavanshi,21
72,Rajasthan Royals,Dhruv Jurel,55
72,Rajasthan Royals,R Parag,95
72,Rajasthan Royals,D Ferreira,16
72,Rajasthan Royals,MD Shanaka,8
72,Rajasthan Royals,RA Jadeja,265
72,Rajasthan Royals,JC Archer,66
72,Rajasthan Royals,N Burger,16
72,Rajasthan Royals,SS Mishra,1
72,Rajasthan Royals,Brijesh Sharma,11
72,Rajasthan Royals,Yash Raj Punja,6
72,Sunrisers Hyderabad,PP Hinge,6
72,Sunrisers Hyderabad,Abhishek Sharma,91
72,Sunrisers Hyderabad,TM Head,52
72,Sunrisers Hyderabad,Ishan Kishan,133
72,Sunrisers Hyderabad,R Smaran,5
72,Sunrisers Hyderabad,H Klaasen,63
72,Sunrisers Hyderabad,Nithish Kumar Reddy,41
72,Sunrisers Hyderabad,Salil Arora,0
72,Sunrisers Hyderabad,PJ Cummins,79
72,Sunrisers Hyderabad,Shivang Kumar,12
72,Sunrisers Hyderabad,E Malinga,21
72,Sunrisers Hyderabad,Sakib Hussain,10
73,Gujarat Titans,B Sai Sudharsan,55
73,Gujarat Titans,Shubman Gill,132
73,Gujarat Titans,JC Buttler,136
73,Gujarat Titans,N Sindhu,6
73,Gujarat Titans,Washington Sundar,81
73,Gujarat Titans,JO Holder,55
73,Gujarat Titans,R Tewatia,122
73,Gujarat Titans,Rashid Khan,151
73,Gujarat Titans,R Sai Kishore,27
73,Gujarat Titans,K Rabada,99
73,Gujarat Titans,Mohammed Siraj,123
73,Gujarat Titans,M Prasidh Krishna,76
73,Rajasthan Royals,YBK Jaiswal,81
73,Rajasthan Royals,V Suryavanshi,22
73,Rajasthan Royals,Dhruv Jurel,56
73,Rajasthan Royals,R Parag,96
73,Rajasthan Royals,D Ferreira,17
73,Rajasthan Royals,MD Shanaka,9
73,Rajasthan Royals,RA Jadeja,266
73,Rajasthan Royals,JC Archer,67
73,Rajasthan Royals,N Burger,17
73,Rajasthan Royals,SS Mishra,2
73,Rajasthan Royals,Brijesh Sharma,12
73,Rajasthan Royals,Yash Raj Punja,7
74,Royal Challengers Bengaluru,R Shepherd,32
74,Royal Challengers Bengaluru,VR Iyer,67
74,Royal Challengers Bengaluru,V Kohli,281
74,Royal Challengers Bengaluru,D Padikkal,89
74,Royal Challengers Bengaluru,RM Patidar,56
74,Royal Challengers Bengaluru,KH Pandya,157
74,Royal Challengers Bengaluru,TH David,65
74,Royal Challengers Bengaluru,JM Sharma,70
74,Royal Challengers Bengaluru,B Kumar,205
74,Royal Challengers Bengaluru,JR Hazlewood,51
74,Royal Challengers Bengaluru,JA Duffy,5
74,Royal Challengers Bengaluru,Rasikh Salam,24
74,Gujarat Titans,B Sai Sudharsan,56
74,Gujarat Titans,Shubman Gill,133
74,Gujarat Titans,JC Buttler,137
74,Gujarat Titans,N Sindhu,7
74,Gujarat Titans,Washington Sundar,82
74,Gujarat Titans,JO Holder,56
74,Gujarat Titans,R Tewatia,123
74,Gujarat Titans,Rashid Khan,152
74,Gujarat Titans,Arshad Khan,25
74,Gujarat Titans,K Rabada,100
74,Gujarat Titans,Mohammed Siraj,124
74,Gujarat Titans,M Prasidh Krishna,77
